gender;maritalStatus;age;flagResidencialPhone;areaCodeResidencialPhone;bestPaymentDay;residenceType;monthsInResidence;flagResidenceTown_WorkingTown;monthsInTheJob;personalNetIncome;BAD
F;C;19;N;31;20;P;24;Y;0;272.0;0
F;C;52;Y;31;8;P;216;Y;72;200.0;0
F;S;21;Y;31;28;P;240;N;24;307.0;0
F;S;31;Y;31;3;P;60;N;0;600.0;1
F;S;32;Y;31;3;P;360;N;12;450.0;1
F;C;27;Y;31;12;P;24;N;12;613.0;0
F;S;19;Y;31;12;P;228;N;0;300.0;0
F;S;28;Y;31;20;P;240;Y;12;220.0;0
F;S;30;Y;5;8;P;60;N;144;180.0;0
M;C;44;N;31;20;P;132;Y;12;382.0;1
F;C;20;N;50;20;P;252;N;24;241.0;0
F;S;20;Y;31;8;O;12;Y;0;160.0;0
F;C;20;Y;31;28;P;24;N;24;340.0;1
F;C;52;Y;31;8;P;180;Y;312;804.0;0
F;C;48;Y;31;12;P;60;N;228;600.0;1
F;C;40;Y;31;28;P;264;N;0;600.0;0
F;C;28;Y;31;20;A;36;Y;72;716.0;0
F;O;18;Y;31;8;O;12;Y;12;460.0;1
F;C;55;Y;31;8;P;204;Y;36;600.0;0
M;C;37;Y;31;12;P;240;Y;180;590.0;0
M;S;18;Y;31;12;C;204;N;24;362.0;0
M;S;22;Y;31;8;P;264;N;24;701.0;0
M;S;20;Y;31;12;C;132;N;12;400.0;0
M;S;21;N;50;20;A;12;Y;24;350.0;1
F;S;39;Y;31;8;P;324;N;36;574.0;0
F;S;18;Y;50;12;P;24;Y;12;120.0;0
F;S;18;Y;31;25;C;84;Y;12;261.0;1
M;C;42;Y;50;12;P;108;Y;60;274.0;0
M;S;25;Y;31;18;C;300;N;0;260.0;0
F;S;22;Y;31;18;C;240;Y;12;260.0;0
M;S;19;Y;31;12;P;60;N;12;260.0;0
M;S;41;N;31;12;P;240;Y;72;430.0;0
F;C;45;N;31;8;P;216;N;120;300.0;0
F;S;24;Y;31;20;P;360;N;24;300.0;0
F;S;19;Y;31;28;P;36;N;12;500.0;1
M;S;19;Y;31;8;A;36;Y;12;321.0;0
M;S;21;Y;31;25;P;264;Y;36;1200.0;0
F;C;31;Y;31;23;P;312;N;84;571.0;1
F;S;19;N;31;12;A;36;Y;0;500.0;0
F;O;35;Y;31;8;P;120;Y;12;462.0;0
F;S;30;Y;31;18;P;360;N;60;600.0;0
M;C;52;Y;50;20;P;480;N;360;1200.0;0
F;S;26;Y;31;20;A;24;Y;48;226.0;0
M;C;34;Y;31;18;P;180;N;60;700.0;1
M;C;41;Y;31;8;P;192;Y;300;1017.0;1
F;V;55;Y;31;18;P;120;N;36;560.0;1
F;S;19;Y;31;12;O;12;Y;12;226.0;0
M;C;26;N;50;28;P;12;Y;60;380.0;1
F;V;44;N;50;18;P;240;N;48;327.0;0
F;S;22;Y;5;12;C;276;N;0;251.0;0
M;S;21;Y;31;12;P;120;Y;12;470.0;0
F;C;21;Y;31;25;P;12;N;24;800.0;0
M;S;18;Y;31;20;P;12;N;12;200.0;0
M;S;27;Y;31;12;P;108;Y;12;595.0;0
F;S;20;Y;50;18;P;228;Y;12;285.0;0
F;C;69;Y;31;25;P;240;Y;60;1032.0;0
M;S;22;Y;31;18;A;0;Y;0;220.0;0
F;C;61;Y;31;12;P;420;N;12;270.0;0
F;S;26;Y;31;11;P;60;Y;36;250.0;0
F;S;27;Y;31;20;P;324;Y;12;207.0;1
F;S;23;Y;31;18;P;144;Y;24;267.0;0
M;C;40;Y;50;18;P;420;Y;132;1200.0;1
M;C;62;Y;31;12;P;216;N;84;1022.0;0
F;S;23;Y;31;12;P;180;Y;12;704.0;0
F;C;29;Y;31;18;P;12;Y;0;600.0;0
F;C;49;Y;31;12;P;300;N;12;300.0;0
M;S;26;Y;31;18;P;24;Y;0;180.0;0
F;C;31;Y;31;11;P;72;Y;12;801.0;0
F;D;19;Y;31;18;A;24;N;12;600.0;1
F;S;30;Y;31;12;A;12;Y;12;400.0;0
M;C;40;N;50;12;P;180;Y;48;537.0;0
F;S;26;N;31;3;P;240;N;0;203.0;0
F;S;18;Y;31;12;P;216;Y;0;220.0;1
M;D;37;Y;31;20;P;24;Y;24;454.0;0
F;O;18;Y;31;3;A;0;N;12;450.0;1
F;S;37;Y;31;8;P;12;N;36;300.0;0
F;C;35;Y;31;28;P;360;N;12;300.0;0
F;C;37;Y;31;20;P;48;N;12;470.0;0
F;S;30;Y;31;12;P;360;Y;12;240.0;0
F;V;63;Y;31;12;P;360;N;0;500.0;0
F;C;34;Y;31;23;P;12;N;12;857.0;0
F;C;59;Y;31;18;P;480;Y;60;450.0;0
F;C;39;Y;31;18;C;12;N;12;246.0;0
F;S;32;Y;31;12;A;12;Y;12;600.0;0
F;S;57;Y;31;20;P;360;N;12;900.0;1
M;S;33;Y;31;18;O;120;Y;0;400.0;0
F;C;31;Y;31;12;P;180;N;0;0.0;0
F;S;45;N;50;12;A;12;N;48;600.0;0
M;D;28;N;31;12;P;84;N;12;496.0;0
F;O;33;Y;50;1;P;12;N;0;700.0;0
M;C;56;Y;31;12;P;276;N;120;817.0;0
F;O;28;Y;50;12;O;108;N;120;300.0;0
F;S;18;Y;50;20;A;36;Y;12;395.0;1
F;V;57;Y;50;8;P;120;Y;204;880.0;1
M;S;21;Y;31;25;P;204;N;24;350.0;0
M;S;37;N;31;3;P;72;Y;72;745.0;0
M;C;30;Y;31;12;P;180;Y;12;400.0;1
F;C;47;Y;31;8;A;72;Y;60;300.0;0
F;V;58;Y;31;18;P;456;N;60;870.0;0
F;S;34;Y;5;23;P;216;N;24;220.0;1
M;O;30;N;50;18;P;96;N;48;1200.0;1
F;S;27;Y;31;18;A;36;N;0;300.0;0
F;S;23;Y;31;28;P;24;Y;0;194.0;0
F;S;28;Y;31;8;P;24;N;12;478.0;1
F;S;18;Y;31;12;P;216;N;12;880.0;0
F;S;37;Y;50;18;P;444;Y;0;238.0;0
M;S;19;Y;5;8;P;120;N;12;420.0;1
M;C;47;Y;31;12;A;36;Y;108;1000.0;1
F;C;32;Y;5;18;C;360;Y;120;1200.0;0
M;S;18;N;50;28;C;216;N;36;340.0;1
M;C;49;Y;31;6;A;60;N;0;912.0;0
F;S;45;Y;31;25;C;72;Y;72;360.0;0
F;C;69;Y;31;12;P;144;Y;12;651.0;0
F;C;50;Y;31;18;P;216;N;216;600.0;0
M;S;30;Y;31;1;P;48;N;24;593.0;0
F;S;36;Y;31;12;P;12;N;36;200.0;0
M;S;23;Y;5;12;C;108;Y;12;254.0;1
F;C;34;Y;31;8;A;84;N;132;1095.0;0
M;S;20;Y;5;20;P;120;Y;36;350.0;0
M;S;19;Y;31;20;P;72;N;0;180.0;1
F;C;35;Y;31;25;P;360;N;36;350.0;0
F;S;21;Y;31;12;P;240;N;12;579.0;0
F;S;25;Y;31;12;P;288;Y;24;300.0;0
F;C;45;Y;31;20;P;120;Y;36;21.0;0
F;C;33;Y;50;28;P;360;Y;24;983.0;0
F;C;54;Y;31;8;P;240;Y;420;350.0;0
F;S;29;N;50;12;P;348;N;12;289.0;0
F;S;24;Y;23;12;P;48;Y;0;300.0;0
F;S;52;Y;31;12;P;240;Y;12;406.0;0
M;S;22;Y;50;8;P;96;Y;0;214.0;0
F;C;30;Y;50;20;A;84;Y;72;500.0;0
F;C;36;Y;31;28;P;120;Y;192;1282.0;0
F;S;24;Y;31;25;P;168;Y;0;250.0;1
F;S;20;N;31;3;P;12;N;0;500.0;0
F;S;62;Y;31;25;A;96;N;276;929.0;0
M;S;25;Y;31;3;P;12;Y;24;850.0;0
F;S;27;Y;31;8;P;12;N;0;1000.0;0
F;S;24;N;50;23;A;12;N;108;308.0;1
M;S;22;Y;50;8;C;264;Y;60;280.0;1
M;S;39;Y;31;12;A;12;Y;12;455.0;0
F;S;24;Y;31;11;P;216;N;12;291.0;0
F;O;30;Y;31;25;O;12;Y;60;658.0;1
F;O;53;Y;31;18;A;24;N;48;626.0;0
F;V;59;Y;5;18;A;12;N;348;181.0;0
M;S;20;N;31;3;P;0;N;0;260.0;0
M;S;19;Y;31;18;P;108;N;36;217.0;0
F;S;47;Y;31;18;A;36;N;0;790.0;0
F;C;46;Y;31;12;P;144;Y;0;220.0;0
F;S;18;Y;31;18;C;216;N;36;460.0;0
M;C;33;Y;31;20;P;408;N;24;476.0;1
M;S;22;Y;31;12;C;300;N;0;200.0;0
M;S;33;Y;31;20;P;24;N;0;380.0;0
M;S;19;Y;31;12;O;12;Y;12;314.0;0
F;C;55;Y;31;8;A;192;Y;36;1353.0;0
F;C;35;Y;31;12;P;120;N;60;600.0;1
F;S;46;Y;31;18;P;240;N;0;400.0;1
M;S;19;Y;31;25;P;240;Y;0;1.0;0
F;V;51;Y;31;18;P;216;N;12;470.0;1
F;S;22;Y;23;3;C;216;Y;0;200.0;0
F;C;49;Y;31;25;C;216;N;108;700.0;0
M;C;46;Y;31;12;P;360;Y;12;1234.0;0
M;S;20;N;50;12;P;12;Y;36;436.0;1
F;V;42;N;50;18;P;228;N;12;551.0;0
M;S;21;Y;5;1;A;12;N;24;801.0;1
F;D;42;Y;31;20;P;504;N;180;400.0;0
F;C;32;N;50;12;A;0;Y;12;226.0;0
M;C;48;N;31;18;A;12;N;0;476.0;1
M;C;32;Y;31;12;P;60;N;0;427.0;1
F;C;37;Y;31;8;P;48;Y;12;1000.0;0
F;S;20;Y;31;12;P;216;N;12;250.0;0
M;S;25;Y;31;12;P;156;Y;0;225.0;0
F;S;40;N;50;12;P;120;Y;12;203.0;1
F;V;52;Y;50;12;P;360;N;0;446.0;0
M;S;27;N;31;25;P;12;N;0;346.0;0
M;S;18;Y;31;18;P;216;N;36;620.0;0
F;D;40;Y;50;8;P;240;N;24;800.0;0
M;O;26;N;50;3;P;180;Y;84;581.0;1
M;C;18;Y;5;18;P;12;Y;48;260.0;1
F;S;36;Y;31;18;P;432;N;192;430.0;0
F;C;25;Y;31;28;P;48;N;0;0.0;0
F;S;27;N;50;8;P;324;N;156;225.0;0
F;C;40;Y;31;28;P;36;N;48;400.0;0
F;D;39;Y;31;18;C;468;Y;72;611.0;0
F;S;18;Y;31;18;P;228;Y;0;269.0;0
F;V;66;Y;31;23;P;336;N;360;1238.0;0
M;S;27;Y;31;12;P;24;Y;36;345.0;0
F;C;40;Y;31;28;O;120;N;12;225.0;0
F;C;36;N;50;18;A;24;N;24;350.0;0
M;C;35;Y;31;25;P;60;N;12;800.0;0
F;S;21;Y;31;25;P;12;Y;12;402.0;1
F;S;21;Y;31;28;C;252;Y;0;209.0;1
M;S;19;N;31;28;P;120;N;12;385.0;1
F;C;52;Y;50;20;P;48;N;96;800.0;0
F;V;41;Y;31;12;P;144;N;0;566.0;0
F;S;23;Y;31;18;A;36;Y;12;999.0;0
F;S;23;Y;31;12;P;48;N;12;263.0;1
F;C;26;Y;31;18;P;120;Y;72;345.0;0
M;S;22;N;31;28;P;12;Y;24;1000.0;1
F;O;52;Y;31;20;P;372;N;0;0.0;0
M;S;23;Y;50;28;P;240;Y;12;205.0;0
M;S;27;N;50;1;P;0;Y;0;250.0;1
F;S;20;Y;31;18;P;48;Y;72;250.0;0
F;C;48;N;50;12;P;180;N;60;300.0;0
F;S;28;Y;5;12;C;216;Y;84;300.0;0
F;D;46;N;50;12;P;120;Y;0;250.0;0
F;S;18;Y;31;18;A;24;Y;12;255.0;0
F;D;46;N;31;8;P;108;N;0;600.0;0
M;C;28;Y;31;12;P;108;Y;12;800.0;0
F;C;22;Y;50;1;P;60;N;0;304.0;0
F;S;22;Y;31;12;P;12;Y;12;539.0;0
F;S;18;Y;31;20;P;36;Y;36;383.0;0
F;C;50;Y;31;18;O;120;Y;36;232.0;0
F;S;24;N;31;18;P;12;N;72;260.0;0
M;O;29;Y;50;18;P;120;N;0;600.0;1
F;C;39;Y;31;18;P;120;Y;0;900.0;0
M;S;18;Y;31;28;P;144;N;12;350.0;0
F;C;37;Y;31;1;A;180;Y;72;340.0;1
F;S;20;Y;31;12;P;120;N;0;500.0;0
F;S;21;N;31;23;P;48;Y;0;240.0;1
F;S;20;Y;31;12;A;12;Y;72;428.0;0
F;S;26;Y;31;28;P;132;Y;96;360.0;1
F;O;53;Y;31;25;P;324;N;324;702.0;0
M;S;19;Y;31;12;P;12;Y;12;702.0;0
F;S;24;Y;5;25;P;240;Y;12;200.0;1
M;C;33;Y;31;8;A;12;N;192;1102.0;0
F;S;22;Y;31;20;P;36;N;36;500.0;0
F;C;32;Y;31;12;P;108;N;24;700.0;0
F;C;28;N;50;8;P;48;N;0;300.0;0
F;S;46;Y;31;18;P;312;N;120;750.0;0
F;S;42;Y;31;12;A;60;Y;12;270.0;0
M;S;19;Y;5;8;C;216;Y;12;288.0;0
F;V;44;Y;31;12;P;192;N;0;1004.0;0
M;S;23;Y;31;12;C;276;Y;48;1022.0;0
F;C;53;Y;23;12;P;48;Y;48;800.0;0
F;S;33;Y;50;3;P;180;Y;12;491.0;0
M;C;40;Y;31;18;P;360;N;264;1146.0;0
F;C;50;Y;31;25;P;144;N;240;285.0;0
F;S;46;Y;31;12;P;216;Y;156;600.0;0
F;S;22;N;50;28;C;12;Y;12;276.0;0
F;C;33;N;50;25;P;36;Y;120;380.0;0
F;S;63;Y;50;18;P;204;N;432;230.0;1
F;D;43;Y;50;12;P;276;Y;0;300.0;0
F;C;47;Y;31;12;P;12;N;324;700.0;0
M;S;20;Y;31;18;P;180;N;0;300.0;0
F;C;36;Y;31;8;P;60;N;0;600.0;1
F;V;52;Y;31;20;P;36;N;0;180.0;0
F;S;25;N;50;8;P;96;Y;24;300.0;0
M;C;29;Y;31;28;P;96;Y;12;347.0;0
F;C;21;Y;31;20;P;24;N;12;300.0;0
M;C;44;N;31;20;P;144;Y;12;660.0;1
F;S;34;Y;31;12;P;12;N;12;350.0;0
F;S;23;Y;5;12;P;144;Y;24;311.0;0
F;O;28;Y;50;12;P;60;N;60;500.0;0
F;S;20;Y;31;8;P;108;N;12;680.0;0
M;D;31;Y;31;18;P;372;N;36;1073.0;1
F;O;20;Y;31;25;O;120;Y;12;240.0;1
M;S;20;Y;31;8;P;120;Y;24;320.0;0
F;C;40;Y;31;8;O;12;Y;12;906.0;0
F;S;40;Y;31;18;P;12;Y;12;220.0;0
F;V;68;Y;31;12;P;360;N;0;1024.0;0
F;S;40;Y;31;8;O;12;N;48;500.0;0
F;V;38;Y;50;8;P;96;Y;192;900.0;0
M;S;20;Y;50;12;C;240;N;12;623.0;0
F;S;31;Y;31;12;A;12;Y;24;900.0;0
F;S;44;Y;31;12;P;12;N;12;359.0;0
M;S;26;Y;5;8;C;216;Y;12;293.0;0
F;S;33;Y;31;28;C;240;N;60;321.0;0
M;S;27;Y;5;3;C;96;N;0;570.0;0
F;S;50;Y;31;8;A;216;N;120;350.0;1
F;S;20;Y;31;18;P;252;N;12;530.0;1
F;S;21;Y;31;18;P;180;N;0;0.0;0
F;D;61;Y;31;12;P;300;N;132;212.0;0
F;S;39;Y;56;25;P;60;Y;216;1200.0;0
F;S;20;Y;50;8;P;12;Y;12;226.0;0
F;S;25;N;50;18;P;300;N;0;400.0;0
F;S;19;Y;31;8;C;24;N;24;300.0;1
M;C;34;Y;50;18;P;384;N;12;451.0;1
F;C;47;Y;31;12;P;216;Y;24;400.0;0
F;S;18;Y;31;12;P;12;Y;12;200.0;0
F;S;29;N;50;18;P;348;Y;0;534.0;0
F;C;65;Y;50;12;P;120;N;144;800.0;0
F;C;55;Y;31;12;P;240;Y;180;830.0;0
F;S;18;Y;31;18;P;204;N;0;380.0;0
M;S;18;Y;31;28;A;12;Y;12;180.0;0
M;C;44;Y;50;12;P;168;N;0;300.0;1
F;S;18;Y;31;3;C;216;Y;12;350.0;0
F;C;32;N;31;18;P;48;N;0;198.0;0
F;S;49;Y;31;3;P;12;N;12;350.0;0
M;C;44;Y;31;12;P;120;Y;60;672.0;0
M;S;21;N;50;8;A;12;N;12;604.0;1
F;V;54;Y;50;18;P;168;N;144;400.0;0
F;S;33;Y;31;12;O;96;Y;12;220.0;0
F;S;40;Y;31;25;P;240;Y;72;395.0;1
F;C;45;Y;31;28;P;96;N;120;1100.0;0
F;C;20;Y;31;25;P;48;Y;36;303.0;1
F;C;50;Y;31;12;P;384;N;108;352.0;0
F;C;33;Y;5;12;A;12;N;0;300.0;0
F;C;45;Y;31;12;P;420;N;120;200.0;0
F;S;19;Y;31;8;C;156;Y;0;350.0;0
F;S;28;Y;31;20;P;240;N;12;1031.0;1
M;S;27;Y;31;8;P;312;N;12;840.0;0
F;S;39;N;50;20;P;192;Y;0;583.0;0
F;S;22;Y;31;18;P;36;Y;12;278.0;1
F;C;33;Y;50;12;P;360;Y;36;203.0;0
F;C;31;Y;31;12;P;372;N;0;340.0;0
M;S;25;Y;31;20;P;420;N;0;500.0;0
F;C;56;Y;31;12;P;240;N;0;0.0;0
F;S;18;N;31;1;P;216;N;12;196.0;0
M;C;70;Y;31;12;P;480;N;0;1400.0;0
M;C;34;N;50;12;P;108;N;12;600.0;1
F;V;50;Y;31;18;P;360;N;12;683.0;0
F;S;19;N;50;3;A;12;N;0;194.0;0
F;C;37;Y;50;12;P;144;N;168;591.0;0
F;C;41;Y;31;8;P;120;Y;12;972.0;0
F;S;20;Y;31;12;C;12;Y;12;207.0;0
F;C;55;Y;31;25;P;204;Y;204;770.0;0
M;S;22;Y;31;20;P;144;Y;0;220.0;0
F;O;38;Y;50;12;P;360;N;264;450.0;1
M;S;19;Y;31;8;P;228;Y;12;201.0;0
F;S;20;Y;31;8;P;12;N;12;590.0;0
F;O;31;Y;31;12;P;48;N;60;500.0;0
F;S;30;Y;31;25;P;312;N;0;0.0;0
M;S;35;Y;31;20;P;180;Y;24;500.0;1
M;S;35;Y;31;18;A;12;Y;12;843.0;0
M;S;20;Y;31;3;P;36;Y;12;300.0;0
F;C;26;Y;5;12;P;60;N;0;300.0;0
F;S;37;N;50;12;P;72;Y;192;764.0;0
F;S;21;N;50;25;P;132;N;12;300.0;0
F;S;28;N;50;12;P;336;Y;0;345.0;1
F;V;41;Y;31;12;P;120;N;0;226.0;0
F;C;46;Y;31;25;P;60;N;60;500.0;0
F;S;35;Y;31;12;P;420;N;0;413.0;0
M;S;27;Y;31;8;P;12;Y;0;289.0;0
M;S;25;Y;31;1;P;12;Y;24;792.0;0
F;S;59;Y;31;8;P;12;N;12;300.0;0
F;D;47;Y;50;12;P;348;Y;336;1000.0;0
F;S;23;Y;31;20;C;84;Y;12;260.0;1
F;C;31;Y;31;18;P;108;N;84;800.0;0
F;S;25;Y;50;23;C;12;Y;36;400.0;0
F;C;52;Y;31;12;P;360;N;0;0.0;0
M;S;17;Y;31;8;P;156;N;84;197.0;0
F;O;37;Y;31;20;P;444;N;24;600.0;1
F;C;47;Y;31;12;P;360;N;60;180.0;0
F;S;51;Y;50;20;P;480;Y;36;900.0;0
M;C;65;Y;50;20;P;264;N;12;933.0;0
M;O;28;N;31;8;P;336;Y;12;650.0;1
M;S;19;Y;31;28;P;228;Y;12;450.0;0
F;C;19;Y;31;12;P;24;N;12;400.0;0
F;S;18;Y;31;6;P;12;N;0;250.0;0
F;S;54;Y;5;8;P;12;Y;204;1435.0;0
F;S;35;Y;31;8;A;36;Y;12;200.0;0
F;S;20;Y;31;25;P;240;N;0;300.0;0
M;S;26;Y;31;3;P;180;Y;12;528.0;0
M;C;57;Y;50;12;P;360;N;12;300.0;0
M;S;35;Y;31;20;A;216;Y;12;301.0;1
M;S;23;Y;31;12;P;12;Y;24;700.0;0
F;S;38;N;50;18;P;120;N;0;180.0;0
F;S;42;Y;50;18;P;12;Y;228;980.0;0
F;C;28;Y;5;25;P;36;Y;24;1000.0;0
F;V;46;Y;31;12;P;396;N;36;270.0;0
F;O;43;Y;31;28;P;144;N;24;400.0;0
M;V;19;Y;50;3;P;228;Y;12;261.0;1
F;S;46;N;50;18;P;60;N;12;258.0;1
F;S;44;Y;31;28;O;240;N;240;600.0;0
F;C;45;Y;31;18;P;240;N;48;401.0;0
F;C;62;Y;31;12;P;360;N;12;828.0;0
F;C;37;N;50;8;P;192;N;0;0.0;1
M;S;34;Y;31;12;P;156;N;0;450.0;1
F;C;48;Y;31;18;P;240;N;60;220.0;0
F;S;20;N;31;25;P;240;Y;12;180.0;1
F;S;21;Y;31;18;C;60;Y;12;0.0;1
F;C;28;Y;31;8;A;12;Y;24;862.0;0
M;S;37;Y;50;12;P;192;N;24;800.0;0
F;C;35;Y;31;20;P;180;Y;72;400.0;1
M;S;23;Y;31;8;P;300;N;12;180.0;0
F;S;46;Y;31;25;P;0;N;240;610.0;0
M;S;25;Y;5;8;P;12;Y;60;240.0;0
M;S;23;Y;31;8;O;12;Y;12;302.0;0
F;S;20;Y;31;12;P;240;N;0;0.0;0
F;C;51;Y;5;8;P;216;N;12;1072.0;0
F;C;48;Y;31;12;P;72;Y;24;280.0;1
F;C;39;Y;31;18;P;120;N;0;0.0;0
F;S;34;Y;31;18;A;24;Y;132;350.0;0
F;S;36;Y;31;20;P;96;N;12;1086.0;1
F;V;51;Y;50;8;P;96;N;24;1022.0;0
F;S;23;Y;31;18;P;240;N;0;200.0;0
F;S;23;N;31;18;O;36;Y;36;200.0;0
F;S;37;Y;31;12;P;180;N;0;600.0;0
F;C;53;Y;31;25;P;228;N;120;1029.0;0
F;C;49;Y;31;18;P;252;N;180;400.0;0
M;S;19;Y;31;23;C;12;Y;12;347.0;0
F;C;47;Y;31;1;P;12;Y;12;400.0;0
F;S;32;N;31;28;O;60;Y;0;180.0;0
F;D;49;Y;31;20;P;240;Y;12;1200.0;0
F;C;28;Y;31;12;P;312;Y;96;320.0;0
F;S;22;N;31;8;P;168;N;12;180.0;0
M;S;19;Y;31;8;O;24;Y;0;325.0;0
M;S;39;Y;50;28;A;156;N;192;1200.0;1
M;O;21;N;50;18;P;24;N;24;700.0;0
F;S;19;Y;31;12;P;72;Y;12;280.0;0
F;S;21;Y;31;12;A;24;Y;48;350.0;0
M;C;29;Y;50;18;P;12;N;24;646.0;0
M;S;27;Y;31;1;O;36;Y;36;660.0;0
F;S;24;Y;31;12;A;300;N;12;340.0;0
M;S;20;Y;31;8;P;120;N;12;708.0;0
F;S;18;Y;31;11;C;12;N;12;390.0;0
M;S;19;N;31;8;P;228;Y;0;180.0;1
F;V;63;Y;31;16;A;108;N;192;731.0;0
F;C;53;Y;31;8;A;360;N;12;1000.0;0
F;S;19;Y;23;28;C;12;Y;12;300.0;0
F;S;20;Y;31;18;P;240;Y;0;236.0;0
F;S;27;Y;31;20;P;12;Y;0;330.0;0
F;O;54;Y;31;20;P;240;N;24;800.0;0
F;S;50;Y;31;28;P;12;Y;288;450.0;0
F;S;48;Y;31;20;P;24;Y;240;800.0;0
F;C;47;Y;31;8;P;24;Y;24;720.0;0
F;C;39;Y;31;12;P;60;N;0;270.0;0
F;S;24;Y;31;8;P;240;Y;0;710.0;0
M;S;19;Y;31;1;P;228;Y;12;300.0;0
M;S;24;Y;31;12;P;288;Y;12;532.0;1
F;S;22;N;31;18;P;264;N;12;400.0;0
F;S;52;Y;50;8;P;60;N;24;360.0;0
F;S;21;Y;50;8;C;252;Y;0;350.0;0
M;S;19;Y;31;28;P;228;Y;0;200.0;0
F;C;28;Y;31;8;P;96;N;0;250.0;0
M;C;34;Y;31;12;A;48;Y;12;251.0;0
F;O;24;Y;31;18;P;36;N;12;391.0;0
M;S;20;Y;31;12;P;84;N;0;580.0;0
F;S;39;Y;31;20;P;240;Y;12;550.0;0
F;S;23;Y;50;12;A;0;N;0;453.0;1
F;C;26;Y;50;20;P;36;Y;36;386.0;0
F;S;23;Y;31;12;C;72;N;60;726.0;0
F;C;34;Y;31;18;P;408;N;12;399.0;0
F;S;28;N;50;8;P;120;Y;0;250.0;0
F;S;20;Y;31;12;P;240;N;0;180.0;1
F;S;26;Y;31;18;A;12;Y;12;300.0;0
M;S;48;Y;50;12;A;48;Y;48;1000.0;0
F;S;35;N;50;25;A;12;Y;12;300.0;0
F;S;25;Y;31;3;P;48;N;24;400.0;0
F;S;33;N;50;20;P;240;N;84;450.0;1
F;C;43;Y;31;20;P;96;N;36;640.0;0
F;O;67;Y;50;12;A;528;N;84;180.0;0
F;S;24;Y;31;8;P;300;N;0;270.0;0
F;S;19;Y;31;8;A;120;N;24;270.0;1
M;S;19;N;50;18;P;48;N;0;260.0;1
F;O;43;Y;31;20;P;120;N;72;1000.0;0
F;D;47;Y;31;12;P;240;N;60;280.0;0
F;S;20;N;50;18;C;120;Y;0;240.0;0
M;S;19;N;50;20;P;192;Y;0;300.0;0
F;C;48;Y;50;12;P;156;Y;324;1100.0;0
F;S;26;N;50;12;P;180;N;72;300.0;0
F;S;42;Y;31;20;P;24;Y;252;60.0;0
F;S;20;Y;31;18;C;12;Y;12;706.0;0
F;S;48;Y;31;20;P;180;N;12;302.0;0
F;S;48;Y;31;28;A;36;N;12;225.0;0
F;C;62;Y;50;8;P;180;N;0;0.0;0
F;S;17;Y;50;20;P;240;Y;36;450.0;0
M;S;20;N;50;18;A;48;N;12;221.0;0
M;S;18;Y;31;8;P;156;N;0;420.0;1
M;C;35;Y;31;12;P;348;N;0;577.0;1
F;O;31;Y;31;25;P;120;Y;12;230.0;0
F;S;24;Y;31;20;A;12;Y;12;340.0;0
M;S;25;Y;50;1;P;168;Y;24;358.0;1
F;S;18;Y;31;18;P;216;N;24;500.0;0
F;C;28;Y;31;12;P;120;N;60;500.0;0
F;C;40;Y;31;23;A;24;Y;120;338.0;0
F;C;46;Y;31;20;P;12;Y;12;300.0;0
F;D;34;Y;31;18;A;240;Y;132;600.0;0
F;V;59;Y;31;8;P;156;N;192;931.0;0
F;S;35;Y;31;25;A;24;N;120;223.0;0
F;C;56;N;50;18;O;240;Y;240;230.0;0
M;S;21;Y;31;8;P;156;N;12;600.0;0
M;C;40;Y;50;20;P;180;Y;48;580.0;0
F;S;26;N;31;20;P;36;Y;12;236.0;0
F;S;19;Y;31;12;P;228;Y;0;248.0;0
F;S;29;Y;31;8;P;120;Y;12;238.0;0
M;O;63;Y;31;8;A;24;Y;12;500.0;1
F;S;25;Y;31;25;P;48;N;12;200.0;0
M;S;20;Y;31;18;P;24;Y;12;360.0;0
F;O;18;Y;31;25;A;24;N;36;300.0;0
F;S;43;Y;31;25;P;12;Y;168;1200.0;0
F;S;47;Y;31;12;A;12;N;264;1307.0;0
M;C;43;Y;31;3;P;12;N;12;836.0;1
F;S;18;Y;5;3;P;60;N;12;350.0;0
M;S;18;N;50;18;P;72;N;12;360.0;0
F;S;23;Y;31;18;C;120;Y;12;525.0;1
F;O;34;Y;31;12;P;12;Y;0;500.0;0
F;S;20;Y;31;12;C;240;N;0;450.0;1
F;C;31;Y;31;18;P;108;N;0;400.0;0
F;O;31;Y;31;12;P;48;Y;48;400.0;0
F;S;25;Y;50;18;A;48;N;12;360.0;1
F;C;56;Y;31;8;P;96;N;312;302.0;0
F;S;18;Y;31;18;P;96;Y;12;220.0;0
F;C;26;Y;31;18;P;312;Y;12;230.0;1
F;S;47;Y;31;16;P;276;N;240;180.0;0
M;D;22;Y;31;8;P;264;N;36;459.0;0
M;C;43;Y;31;8;P;180;N;120;555.0;0
M;S;16;Y;50;12;A;12;N;12;206.0;0
F;S;25;N;31;18;P;300;N;24;312.0;1
F;S;18;Y;31;8;A;24;Y;12;181.0;0
F;C;51;Y;31;8;P;180;Y;300;1119.0;0
F;C;31;Y;31;18;P;120;Y;72;571.0;0
F;S;20;Y;31;12;P;48;N;24;326.0;0
F;S;20;Y;31;25;P;240;N;12;350.0;0
M;S;26;Y;5;12;P;0;N;0;730.0;1
F;C;36;Y;31;12;P;132;N;0;533.0;0
F;S;25;Y;31;28;P;300;N;12;302.0;1
